Variation,Regeneration,Train_input,Train_output,Test_input,Test_output,Test_wrong1,Test_wrong2,Full,Score,Transformation Type Selected
3,2,0,180,0,180,90,0,"The correct answer is (C).

To solve this visual puzzle, let's analyze the transformation from left to right for the object on top and then apply the same transformation logic to each of the three sets of objects at the bottom.

Top Transformation:
- The first image on the top shows an object with a certain configuration.
- The second image shows a version of the same object that has been rotated 90 degrees clockwise.
- The third image shows the same object increased in size following the rotation.

Now, let's apply this transformation logic to the choices at the bottom:

(A) This shows an object which appears to remain consistent in size but is being rotated. The first to the second image is rotated 90 degrees clockwise. However, the size does not change in the third image, which disqualifies it from matching the top transformation.
(B) This series also depicts an object being rotated. The first image rotates 90 degrees clockwise and remains consistent, but there is no increase in size at the third image.
(C) Here, we see the initial object in the series remaining consistent in size from the first to the second image, followed by a rotation 90 degrees clockwise, then the size increases from the second to the third image.

Thus, option (C) follows the same transformation logic found in the top transformation, which is a rotation followed by an increase in size.",1,2DRotation180
4,0,0,180,0,180,90,0,"The correct answer is (C).

Step-by-step reasoning:

1. Look at the top transformation of the object, which is a ship. The ship changes orientation from the first to the second image. Specifically, it appears to rotate, going from an upright position on the sea to capsized.

2. Examine option (A): The grape cluster remains in the same orientation but reduces in size from the first to the second image. This is not a match, as the ship's transformation involved a change in orientation, not size.

3. Examine option (B): The grape cluster changes orientation by flipping its position vertically. This is closer to the top transformation, but it's not quite the same, as the ship does not simply flip vertically; it appears to undergo a broader rotation.

4. Examine option (C): The grape cluster seems to rotate around its stem, changing its orientation in a way that more closely resembles the ship’s rotation from upright to capsized.

Since option (C) is the only transformation with a similar change in orientation, it is the correct analogy to the transformation of the ship at the top of the puzzle.",0,No change
4,1,0,180,0,180,90,0,"The correct answer is (C).

Step-by-step reasoning:

- The transformation on the top shows a ship and its reflection in water. The ship appears upright, and the reflected ship is upside down. This represents a change in orientation (flipping vertically).

- Now let's analyze the transformations of the objects on the bottom marked by (A), (B), and (C):

(A) This transformation shows two identical images of a bunch of grapes with no change in orientation, size, number, or color.

(B) This transformation also shows two identical images of a bunch of grapes with no change in orientation, size, number, or color.

(C) The transformation shows a bunch of grapes that is flipped upside down in the second image. This mirrors the transformation of the ship on top where one object is flipped vertically, thus changing its orientation.

Therefore, the transformation that matches the one on the top is (C) because it is the only one that involves a change in orientation (flipping vertically) similar to the ship's reflection.",1,2DRotation180
4,2,0,180,0,180,90,0,"The correct answer is (B).

Here is the step-by-step reasoning:

Looking at the top of the puzzle:
1. The object on the left is a ship that appears to be on water, oriented with the bow facing left.
2. The object on the right is the same ship oriented upright, with the bow facing upwards.

The transformation involves a change in orientation from a horizontal to a vertical position.

Now let's compare this with the three options on the bottom:

(A) Shows a bunch of grapes with one orientation on the left and a slightly rotated orientation on the right. This does not match the top transformation, which involves a change from horizontal to vertical.

(B) Shows the bunch of grapes oriented horizontally in the first frame and then oriented vertically in the second frame. This matches the transformation seen at the top.

(C) Shows the bunch of grapes with a horizontal orientation in both frames and no evident transformation.

Therefore, the transformation that matches the one on the top is (B).",0,2DRotation+90
5,0,0,180,0,180,90,0,"The correct answer is (C).

Step-by-step reasoning:

1. The transformation at the top of the puzzle shows an object (a piece of cut wood log) that is rotating counterclockwise about its longitudinal axis from the left image to the right image.

2. Now let's observe the transformations in each of the options (A), (B), and (C) at the bottom of the puzzle.

- (A) shows a mouse that appears to jump from left to right with a slight change in orientation, primarily involving elevation rather than rotation around its longitudinal axis.
- (B) shows a mouse moving from left to right with no significant change in orientation or other properties. 
- (C) shows a mouse that is rotating counterclockwise about its longitudinal axis from the left image to the right image, matching the type of transformation seen in the top puzzle.

3. The transformation in (C) is the same type of transformation as the top puzzle — a counterclockwise rotation about the longitudinal axis. Therefore, (C) is the correct answer.",0,2DRotation+90
5,1,0,180,0,180,90,0,"The correct answer is (B).

Step-by-Step Reasoning:

1. The top transformation shows a log being rotated around its longitudinal axis from left to right.
2. No change in size, color, or number of logs is observed, only the orientation is changing.

Now looking at the transformations marked (A), (B), and (C):

- (A): Shows a mouse with a change in orientation, but it is more like the mouse is flipping over, not rotating around its longitudinal axis.
- (B): Shows a mouse where the orientation changes from facing left to facing partially downwards. This resembles a rotation around its longitudinal axis, similar to the log on the top transformation.
- (C): Shows a mouse that also appears to be flipping over rather than rotating around its longitudinal axis.

Therefore, option (B) most closely matches the transformation shown at the top with the log, where the rotation is around the object's longitudinal axis without flipping over, size change, or color change.",0,No change
5,2,0,180,0,180,90,0,"(A)

To solve this visual puzzle, we need to carefully analyze the transformation happening from left to right in the first object displayed on the top and then compare that to the transformations happening with each object in the options (A), (B), and (C) at the bottom.

Looking at the top transformation:
- The object (which appears to be a wooden log) is rotated from a position where the cut flat end is on the right to a position where that end is facing upwards.

Now let's analyze the bottom transformations:
- (A) shows a mouse that is rotated counter-clockwise, similar to the top object's rotation from one position to the next.
- (B) shows a mouse flipping over, which is a different type of transformation from rotation.
- (C) shows a mouse rotating but in a clockwise direction, which is also different from the top object's counter-clockwise transformation.

Therefore, the correct answer that matches the transformation of the object on top is (A), because it is the only one that shows a counter-clockwise rotation from the first position to the second.",0,No change
6,0,0,180,0,180,90,0,"The correct answer is (B).

Here's the step-by-step reasoning:

The top transformation of the object (piano) shows it being rotated approximately 90 degrees clockwise between the first and second images, and then flipped horizontally (creating a mirror image) between the second and the third images.

Now let's analyze the transformations of the object on the bottom marked by (A), (B), and (C):

(A) The object is rotated about 90 degrees counterclockwise from the first to the second image and then rotated again about 90 degrees counterclockwise from the second to the third image. This transformation differs from the top transformation because it involves two rotations without a flip.

(B) The object is rotated approximately 90 degrees clockwise from the first to the second image, very similar to the transformation of the piano on top. Then from the second to the third image, the object is flipped horizontally, which is also the same transformation seen in the piano. Therefore, this sequence matches the top transformation.

(C) The object is rotated approximately 90 degrees clockwise from the first to the second image but appears to be rotated counterclockwise from the second to the third image. This does not match the top transformation since it involves two different rotations, without a flip.

Therefore, based on the above analysis, (B) demonstrates the same transformation sequence as the transformation of the piano on top: a clockwise rotation followed by a horizontal flip.",0,2DRotation+90
6,1,0,180,0,180,90,0,"The correct answer is (C).

Step-by-step reasoning:

1. In the top transformation, we see that the object (a grand piano) is rotating and changing its orientation from one image to another.

2. Looking at option (A), the transformation involves the appropriate object (a road barrier) sliding to overlap the other one without any rotation. This is not the same transformation as the top one.

3. In option (B), one road barrier gets placed on top of the other, changing the configuration from side by side to one above the other without rotation or change of orientation. This is not the same transformation observed with the grand piano either.

4. Finally, in option (C), we see that the vertical road barrier rotates onto its side next to the other barrier, making it stand vertically. This is a change in orientation, similar to the rotation and change in orientation seen with the grand piano in the top series of images.

Therefore, the transformation sequence that matches the top sequence is (C) because it shows a change in orientation similar to the rotation of the grand piano.",0,2DRotation+90
6,2,0,180,0,180,90,0,"The correct answer is (B).

Step-by-step reasoning:

1. Observe the top transformation of the grand piano. The transformation shows the piano rotating around its vertical axis, appearing to be viewed from a different angle.

2. Examine all three transformations (A), (B), and (C) to identify a similar type of transformation:
   - (A) shows a change in orientation, but it's more of a reflection than a rotation.
   - (B) shows a change in orientation through a rotation, similar to the change seen in the piano. The object is being rotated around its vertical axis to be viewed from a different angle.
   - (C) shows an increase in number, not a change in orientation.

3. Clearly, only (B) matches the type of transformation applied to the piano, which is a rotation around the vertical axis to give a different viewpoint. The other options feature a different type of change and therefore do not match the transformation of the piano.",0,2DRotation+90
7,0,0,180,0,180,90,0,"(B)

To solve this visual puzzle, let's observe the transformation that occurs in the top row and then see which option in the bottom row (A), (B), or (C) demonstrates the same transformation.

On the top row, we see a piece of cake with strawberries on top that undergoes a change from the left to the right. The transformation we observe here is a rotation. The cake with strawberries is rotated to show a different side while maintaining the same size, shape, and color.

Now let's examine the transformations in options (A), (B), and (C):

- In (A), the shoe is rotated, but also its orientation is changed as it goes from standing upright in the first image to lying on its side in the second. This involves more than just rotation.
- In (B), the shoe rotates around a horizontal axis similar to the cake — no other changes are observed. The orientation of the shoe is changed from the first to the second image, resembling the same type of rotation we see with the cake with strawberries.
- In (C), the shoe is also rotated, but the axis of rotation is different from that in the top row. The shoe is turned so that it's upside down in the second image, which isn't the same rotation seen with the cake with strawberries.

The only transformation that matches the type of rotation seen on the top is option (B). Therefore, the correct answer is (B).",0,No change
7,1,0,180,0,180,90,0,"(B)

To solve this visual puzzle, let's examine each transformation step by step:

Top Transformation (Piece of Cake with a Strawberry):
1. Looking at the cake with a strawberry on top, we can see two distinct changes:
    a. The object rotates.
    b. The object (cake) becomes smaller while retaining its other characteristics (color and relative position of the strawberry).

Bottom Transformations (Shoes):
Now let's compare the transformations happening with the shoe in each bottom sequence:

(A) The shoe size remains the same, and only the orientation is changed slightly in both steps. There's no reduction in size, so it does not match the transformation at the top.
(B) The shoe first changes its orientation slightly, and then in the second step, it reduces in size along with another slight rotation. This matches the transformation at the top (orientation change and size reduction).
(C) The shoe only rotates, with no size change. This sequence only matches the orientation change and not the size reduction seen at the top.

The transformation that matches the one at the top, with both a rotation and a size reduction, is option (B).",1,2DRotation180
7,2,0,180,0,180,90,0,"(B)

Step-by-step reasoning for choice (B):

1. The top transformation features a cake with strawberries on top. In the left image, the cake is upright and the strawberries are on the top side. In the right image, the cake has been flipped upside down so the strawberries are now on the bottom.

2. Now let's analyze the bottom transformations:

   - (A) shows a shoe that is upright in the left image and has been flipped to lie on its side in the right image.
   - (B) shows a shoe that is upright in the left image and has been flipped upside down in the right image.
   - (C) shows a shoe that is upright in the left image and has been flipped to rest on its heel in the right image.

3. The correct transformation should match the one on top, which is an upside-down flip.

4. Option (B) is the only one where the shoe is flipped upside down, which matches the transformation observed with the cake and strawberries.

Therefore, the correct left-to-right object transformation on the bottom of the puzzle that matches the top is (B).",0,No change
8,0,0,180,0,180,90,0,"(B)

Let's break down the transformation seen in the top row with the figure of Spider-Man:

1. In the first image on the top, Spider-Man is upright.
2. In the second image on the top, Spider-Man is in the same orientation as before but upside down.
3. In the third image on the top, Spider-Man is not only upside down but also reversed horizontally (flipped along the vertical axis).

Now, let's analyze the transformations in each of the three sets on the bottom:

(A) This option shows three squirrel figures:
- The first and second images of the squirrel show no apparent change.
- The third image of the squirrel shows the squirrel appears to be flipped upside down.

(B) This option shows three squirrel figures:
- The first and second images of the squirrel are the same as in (A).
- The third image of the squirrel shows that it is flipped upside down and also horizontally (mirroring along the vertical axis), matching the change seen with Spider-Man on top.

(C) This option shows three squirrel figures:
- The first and second images of the squirrel show no apparent change.
- The third image of the squirrel shows the squirrel appears to be rotated or flipped over the horizontal axis, but not horizontally flipped.

Therefore, the transformation for the figure of Spider-Man on top matches the transformation sequence (B) for the squirrel figures on the bottom.",0,2DRotation+90
8,1,0,180,0,180,90,0,"The correct answer is (B).

Step-by-step reasoning:

Looking at the top transformation, the figure of a hero character transitions from standing upright to being upside down from left to right. The transformation that occurred involves a change in orientation only; the figure is rotated 180 degrees along the horizontal axis.

Now, examining the three options (A), (B), and (C) for the object at the bottom:

- Option (A) shows the squirrel figure remaining upright in both images, so there is no change in orientation. Therefore, (A) does not match the transformation at the top.

- Option (B) shows the squirrel figure in an upright position in the first image and then upside down in the second image. This reflects a 180-degree rotation along the horizontal axis, similar to the transformation seen at the top. So, (B) does match the transformation at the top.

- Option (C) shows the squirrel figure in an upright position in the first image and then turned onto its back in the second image. Although the squirrel is rotated, it's not the same type of rotation seen in the transformation at the top — this one is rotated along a different axis (as if falling back).

Therefore, the transformation that matches the one at the top of the puzzle is (B).",1,2DRotation180
8,2,0,180,0,180,90,0,"The correct answer is (A).

Here is the step-by-step reasoning:

1. In the top transformation, there is a character that starts in a standing position and then flips upside down to a handstand position. There is no change in size, number, or color, just the orientation of the character.

2. Now let's examine the bottom transformations:

   - (A) shows a teddy bear that flips from a sitting position to an upside-down position. This mirrors the top transformation; there is only a change in orientation, no change in size, number, or color.
   
   - (B) is not a match because the teddy bear doesn't change orientation; it remains upright and only shifts its position slightly to one side.

   - (C) is not a match either because the teddy bear rotates but stays upright, and its orientation does not fully invert like in the top transformation.

Therefore, the transformation of the teddy bear in (A) matches the top transformation of the character as both only involve a change in orientation, with the character and bear being flipped upside down.",1,2DRotation180
9,0,0,180,0,180,90,0,"The correct answer is (C).

Step-by-step reasoning:

1. In the top transformation, we see a cup of coffee that rotates around to show the bottom of the cup in the right image. There's no change in size, color, or number – only in the orientation.

2. Now, let's analyze the bottom transformations:

   - (A) shows a cat-like figure that has fallen backward in the second image. The orientation changes, but so does the pose of the character because it's not standing anymore.
   
   - (B) shows a change in the character's accessory from a bow to a top hat. This is a change in a character trait, not in orientation, size, color, or number.
   
   (C) shows the character facing forward in the first image and then turned to the right in the second image. This reflects the same type of change as seen with the coffee cup – a rotation that changes the orientation without altering size, color, or number.

Thus, (C) has the same type of transformation (orientation change) as the transformation at the top of the puzzle.",0,No change
9,1,0,180,0,180,90,0,"(A)

Step-by-step reasoning:

1. At the top of the puzzle, we see a transformation of the object (a cup with a coffee design) that involves a rotation. The cup on the left is upright, and the one on the right is flipped over onto its side.

2. Looking at the transformations at the bottom marked (A), (B), and (C), we need to identify a transformation that matches the type seen at the top.

3. (A) shows a character that is upright in the first panel and flipped over onto its head in the second panel—this transformation matches the top one, as it is a rotation.

4. (B) shows a transformation where the character remains upright in both panels; there is no rotation or flipping.

5. (C) also shows a transformation with the character ending up in a different position on its side; however, the character is also bisected, which is not an aspect of the transformation seen at the top.

6. Therefore, (A) is the correct answer since it showcases the same kind of transformation—a rotation, from upright to being flipped over—seen in the transformation of the cup at the top.",1,2DRotation180
9,2,0,180,0,180,90,0,"(C)

Step-by-step reasoning:

1. Top transformation: The object is a coffee cup with a latte art design. The transformation from left to right shows the cup being rotated to the right while remaining the same in size, color, and design.

2. Analyzing transformations (A), (B), and (C):
   - (A) depicts a cat-like figure transforming into a facing cat-head shape with no body. There's a change in the figure's form, not just orientation or rotation.
   - (B) shows a similar cat-like figure that gains an additional element (a graduation cap) in the second frame. This adds an element and changes the figure's appearance in a way that is not present in the top transformation.
   - (C) shows a cat-like figure that's been rotated to the right without any change in size, color, or form, identical to the rotation that happens in the top transformation with the coffee cup.

3. Conclusion: The correct answer is (C) because the cat-like figure is simply rotated to the right in the same manner that the coffee cup is rotated, without any other change occurring.",0,No change
10,0,0,180,0,180,90,0,"The correct answer is (B).

Here is my step-by-step reasoning:

1. The top transformation of the puzzle shows a handgun that changes orientation from pointing left to pointing right and flips upside down.

2. Now I will analyze the transformations on the bottom of the puzzle:
   - For (A), the airplane's rotation is similar to the top puzzle but it's not flipped upside down, which does not match the handgun transformation.
   - For (B), the airplane rotates from facing left to facing right and also flips upside down, matching the transformation seen with the handgun exactly.
   - For (C), the airplane only rotates from facing left to facing right without flipping upside down, which does not fully match the handgun transformation.

3. Based on this analysis, (B) is the only transformation that matches the orientation change and the upside-down flip seen in the top transformation.",0,No change
10,1,0,180,0,180,90,0,"The correct answer is (B).

To arrive at the answer, let's evaluate the transformation in the top row and apply the same reasoning to the three options in the bottom row.

Top Row Transformation:
- The object is a pistol (a toy or an illustration).
- In the first image, the pistol is upright, the standard position one would hold when ready to fire.
- In the second image, the pistol is on its side. The transformation is a rotation along the longitudinal axis of the gun.

Bottom Row Transformations:
(A) The first and second images show a propeller plane with the first image being upright, and in the second image, the plane is rotated along its longitudinal axis, just like the gun.

(B) The first and second images also show a propeller plane with the first image upright. However, in the second image, the plane is rotated along a transverse axis, meaning the orientation of the plane changes as if it was doing a sideways barrel roll.

(C) This series is similar to (A), with the plane upright in the first image and tilted to one side in the second image, suggesting a rotation around the longitudinal axis, mirroring the transformation of the gun.

The correct analogical transformation that corresponds to the top row is the one where the object rotates along an axis other than the longitudinal one. (A) and (C) both show a rotation along the longitudinal axis, which is not the transformation seen in the top row. (B) shows",1,2DRotation180
10,2,0,180,0,180,90,0,"(B)

To solve this puzzle, we must analyze the left-to-right transformation of the object on top and compare it to the three left-to-right transformations of different objects on the bottom.

For the top transformation:
- The object changes from a standing desk to a horizontal surface, which can be interpreted as a 90-degree rotation and a change in orientation from vertical to horizontal.

Now, let's analyze the transformations on the bottom:

(A) The airplane changes orientation from flying upwards to flying downwards.
(B) The airplane changes orientation by what appears to be a 90-degree rotation to the right, similar to a roll movement in aviation terms.
(C) The airplane flips horizontally, changing the direction it is facing.

Option (B) is the correct transformation that matches the one on top because both involve a 90-degree rotation change in orientation. The desk on the top undergoes a 90-degree rotation from vertical to horizontal alignment, while the airplane in (B) undergoes a 90-degree rotation around its longitudinal axis. Options (A) and (C) involve different types of transformations and do not match the top example.",0,No change
11,0,0,180,0,180,90,0,"The correct answer is (B).

Here's the step-by-step reasoning for this choice:

1. Top Transformation: We observe that the object is a green hat. The transformation involves rotating the hat from an upright position to a position where it is lying flat on its top. There is no change in size, color, or number — only in orientation.

2. Bottom Transformations: We need to look for a similar transformation in orientation, without changes in size, color, or number.

   (A) Shows a shelving unit being rotated but also laid down flat, which isn't the same as the hat transformation.
   (B) Shows a shelving unit being rotated from an upright position to a flat position on one of its sides. This matches the transformation seen with the hat; hence, it is the correct analogy as there is no change in size, color, or number — only orientation.
   (C) Also shows a shelving unit being rotated, but not from an upright to a flat position - instead, the orientation shifts from facing one way to another while still upright.

The only option that matches the type of transformation seen with the hat is (B), the rotation of the shelving unit from upright to a side position without any other changes.",1,2DRotation180
11,1,0,180,0,180,90,0,"(B)

Step-by-step reasoning:

1. On the top of the puzzle, we can observe that the green hat is rotated to the right from the left image to the right image. 

2. Now, let's look at each of the three options at the bottom:
   - (A) shows a bookshelf that is viewed from two different angles but there's no actual transformation applied to the object itself.
   - (B) shows a bookshelf that is rotated to the right in the same manner as the hat on top.
   - (C) shows two bookshelves that appear identical in orientation and no rotation is observed.

3. By comparing these transformations, we can determine that option (B) is the correct one because it depicts the same type of transformation (a rotation to the right) as the one observed with the hat on top. Options (A) and (C) do not reflect the same type of transformation.",1,2DRotation180
11,2,0,180,0,180,90,0,"The correct answer is (B).

First, let's analyze the top transformation of the hats. The transformation involves a rotation around the vertical axis, with the hat turning sideways from the perspective of the viewer.

Now let's review each option step by step:

(A) This bottom transformation shows a geometric structure rotating slightly around a vertical axis; however, the rotation is not as extensive as the transformation of the hat on the top. The leftmost and rightmost images of the structure are similar in orientation compared to the leftmost and rightmost images of the hat. Therefore, this transformation is not the same as the transformation on the top.

(B) This bottom transformation shows the structure rotating around a vertical axis with a significant change in orientation from the first image to the third. It matches the transformation of the hat, which has also rotated to present a different view in the final image. Hence, this holds the same pattern of change as the top transformation.

(C) This bottom transformation shows the structure again rotating slightly in a similar fashion to (A), but not to the same extent as the change in the hat's transformation on the top. The orientation of the structures doesn't match the orientation change seen in the hats because the rightmost structure is not turned on its side as the rightmost hat is.

Therefore, the transformation that matches the top one is (B), with the same kind of rotation around the vertical axis resulting in a significant change in the orientation of the object.",0,No change
12,0,0,180,0,180,90,0,"The correct answer to the visual puzzle is (A).

Let's analyze the transformation on the top and compare it to the transformations labelled (A), (B), and (C):

The transformation of the object on the top shows a walkie-talkie that rotates 90 degrees counter-clockwise from the first image to the second image. There is no change in size, color, or number of walkie-talkies, only in orientation.

Now, comparing this with the transformations on the bottom:

(A) The cake rotates 90 degrees counter-clockwise from the first image to the second image, similar to the walkie-talkie's transformation.
(B) The cake remains unaltered in orientation or any other aspect; it's the same in both images.
(C) The cake is not only rotated but also flipped upside down from the first image to the second image.

Only (A) matches the same transformation seen on the top, with a 90-degree counter-clockwise rotation without any other changes.",0,2DRotation+90
12,1,0,180,0,180,90,0,"(C)

Step-by-step reasoning:

1. Look at the top transformation of the object (a walkie-talkie):
   - The walkie-talkie is shown from a front-facing perspective on the left.
   - In the middle, the walkie-talkie is rotated about 45 degrees to the right.
   - On the right, the walkie-talkie is shown from a top-down perspective, indicating a further rotation.

2. Now, examine the bottom transformations of the different object (a cake) to look for a similar pattern in terms of rotation:
   - In (A), the cake is shown from a front-facing perspective and then from a side perspective. This is not just rotation; the view shifts from one side of the cake to another, which is not the transformation shown with the walkie-talkie.
   - In (B), the cake is shown from the same front-facing perspective in both images, with no rotation occurring at all.
   - In (C), the cake starts from a front-facing perspective, then rotates to show a side perspective, and finally is shown from a top-down perspective, mimicking the sequence of rotation we saw with the walkie-talkie on top.

3. Therefore, transformation (C) on the bottom utilizing the cake is the same as the transformation on the top utilizing the walkie-talkie, as it involves a similar rotation pattern from front-facing to side perspective to top-down perspective.",1,2DRotation180
